Datetime,Open,High,Low,Close,Volume,Minute Returns,Rolling 5 Minute Returns,20 Minute Moving Average,50 Minute Moving Average
2025-11-28 14:59:00+00:00,276.76,276.76,276.3,276.3,2265,-0.0015538611643117761,-0.00021710811984387846,276.4485,
2025-11-28 15:00:00+00:00,276.29,276.455,276.29,276.43,2748,0.00047050307636631317,0.00030758653132845204,276.44124999999997,
2025-11-28 15:01:00+00:00,276.44,276.74,276.44,276.67,1812,0.0008682125673769026,0.001737934030920929,276.46525,
2025-11-28 15:02:00+00:00,276.69,276.82,276.69,276.78,2850,0.00039758557125813,0.00208178707843798,276.49325,
2025-11-28 15:03:00+00:00,276.74,276.89,276.74,276.815,3561,0.00012645422357104863,0.0003071586022476147,276.523,
2025-11-28 15:04:00+00:00,276.86,276.885,276.6,276.6,1844,-0.00077669201452224,0.0010857763300760048,276.5285,
2025-11-28 15:05:00+00:00,276.57,276.62,276.49,276.605,2405,1.807664497466277e-05,0.0006330716637124034,276.54275,
2025-11-28 15:06:00+00:00,276.68,276.7,276.575,276.58,2028,-9.038159107765953e-05,-0.0003252972855751768,276.55425,
2025-11-28 15:07:00+00:00,276.59,276.85,276.59,276.83,1060,0.0009038976064792426,0.00018064889081581548,276.57525,
2025-11-28 15:08:00+00:00,276.74,276.76,276.65,276.66,2909,-0.000614095293140049,-0.0005599407546554858,276.58475,
2025-11-28 15:09:00+00:00,276.61,276.77,276.61,276.77,985,0.0003975999421670373,0.0006146059291394224,276.58025000000004,
2025-11-28 15:10:00+00:00,276.62,276.64,276.55,276.59,1151,-0.0006503595042816057,-5.4228954646684535e-05,276.56475,
2025-11-28 15:11:00+00:00,276.5,276.5,276.4,276.47,1170,-0.00043385516468397167,-0.0003977149468505914,276.541,
2025-11-28 15:12:00+00:00,276.42,276.53,276.42,276.53,718,0.00021702173834392546,-0.0010836975761299161,276.548,
2025-11-28 15:13:00+00:00,276.58,276.73,276.58,276.73,1336,0.0007232488337614029,0.0002530181450153268,276.55949999999996,
2025-11-28 15:14:00+00:00,276.785,276.81,276.75,276.75,1349,7.227261229347803e-05,-7.226216714240064e-05,276.579,
2025-11-28 15:15:00+00:00,276.735,276.735,276.56,276.63,1176,-0.00043360433604333615,0.00014461838822832362,276.59325,
2025-11-28 15:16:00+00:00,276.715,276.76,276.69,276.76,1616,0.0004699417995155386,0.001048938401996491,276.62175,
2025-11-28 15:17:00+00:00,276.67,276.67,276.64,276.64,485,-0.00043358866888276726,0.0003977868585687272,276.6435,
2025-11-28 15:18:00+00:00,276.64,276.66,276.61,276.66,1433,7.229612492776205e-05,-0.0002529541430276172,276.64,
2025-11-28 15:19:00+00:00,276.645,276.66,276.49,276.49,1637,-0.0006144726378949361,-0.0009394760614274134,276.6495,276.7179
2025-11-28 15:20:00+00:00,276.615,276.85,276.595,276.85,1850,0.001302036240008686,0.0007952861222570995,276.6705,276.7061
2025-11-28 15:21:00+00:00,276.84,276.86,276.74,276.815,2296,-0.0001264222503161161,0.00019872813990451377,276.67775,276.6824
2025-11-28 15:22:00+00:00,276.8,276.8,276.63,276.63,3388,-0.0006683163845889739,-3.614806246399205e-05,276.67025,276.6567
2025-11-28 15:23:00+00:00,276.6,276.6,276.3,276.3,2605,-0.0011929291833856492,-0.0013012361743656164,276.6445,276.63809999999995
2025-11-28 15:24:00+00:00,276.22,276.42,276.22,276.42,2202,0.0004343105320303575,-0.0002531737133349976,276.63550000000004,276.6231
2025-11-28 15:25:00+00:00,276.41,276.515,276.37,276.45,2260,0.00010853049706960327,-0.0014448257178979462,276.62775,276.60630000000003
2025-11-28 15:26:00+00:00,276.37,276.385,276.25,276.25,1664,-0.0007234581298607434,-0.002041074363744677,276.61125000000004,276.5849
2025-11-28 15:27:00+00:00,276.215,276.215,276.13,276.21,2103,-0.00014479638009057272,-0.0015182735061273211,276.58025000000004,276.56329999999997
2025-11-28 15:28:00+00:00,276.23,276.37,276.23,276.37,1968,0.0005792693964736806,0.00025334781035080134,276.56575000000004,276.5459
2025-11-28 15:29:00+00:00,276.285,276.285,276.21,276.26,2496,-0.00039801715092091516,-0.0005788293177051429,276.54025,276.5303
2025-11-28 15:30:00+00:00,276.295,276.35,276.21,276.23,3834,-0.00010859335408663906,-0.00079580394284684,276.52225,276.5234
2025-11-28 15:31:00+00:00,276.285,276.37,276.285,276.29,2932,0.0002172102957680444,0.0001447963800904617,276.51325,276.5254
2025-11-28 15:32:00+00:00,276.25,276.415,276.25,276.415,2307,0.00045242317854432557,0.000742188914232278,276.5075,276.5293
2025-11-28 15:33:00+00:00,276.455,276.56,276.455,276.56,1924,0.0005245735578749411,0.0006874841697723788,276.499,276.53610000000003
2025-11-28 15:34:00+00:00,276.55,276.59,276.45,276.47,3428,-0.0003254266705234876,0.0007601534786072506,276.485,276.5357
2025-11-28 15:35:00+00:00,276.48,276.52,276.32,276.41,2903,-0.0002170217383441475,0.0006516308873043553,276.47400000000005,276.5375
2025-11-28 15:36:00+00:00,276.45,276.45,276.4,276.425,1535,5.426721175050275e-05,0.000488617032827765,276.45725,276.539
2025-11-28 15:37:00+00:00,276.435,276.51,276.33,276.33,2404,-0.00034367369087462407,-0.00030750863737516454,276.44175000000007,276.5374
2025-11-28 15:38:00+00:00,276.315,276.48,276.315,276.46,2641,0.0004704519958020903,-0.0003615851894708255,276.43174999999997,276.5372
2025-11-28 15:39:00+00:00,276.445,276.53,276.415,276.5,4168,0.0001446863922449637,0.00010851086917207375,276.43224999999995,276.53
2025-11-28 15:40:00+00:00,276.46,276.49,276.34,276.35,2877,-0.0005424954792042636,-0.00021706884700256612,276.40725000000003,276.519
2025-11-28 15:41:00+00:00,276.37,276.49,276.37,276.42,1390,0.00025330197213668804,-1.8088088993395424e-05,276.3875,276.50849999999997
2025-11-28 15:42:00+00:00,276.445,276.62,276.41,276.61,2596,0.0006873598147745241,0.0010132812217273912,276.38649999999996,276.5129
2025-11-28 15:43:00+00:00,276.64,276.64,276.5,276.51,1981,-0.000361519829362722,0.0001808579903059826,276.397,276.5131
2025-11-28 15:44:00+00:00,276.44,276.5,276.43,276.5,1215,-3.616505732162434e-05,-1.1102230246251565e-16,276.401,276.5159
2025-11-28 15:45:00+00:00,276.47,276.475,276.38,276.38,1583,-0.00043399638336349966,0.00010855798805819994,276.3975,276.51660000000004
2025-11-28 15:46:00+00:00,276.37,276.5,276.37,276.445,3199,0.0002351834430855959,9.044208089115102e-05,276.40725,276.5217
2025-11-28 15:47:00+00:00,276.43,276.47,276.38,276.45,3555,1.8086780372295053e-05,-0.0005784317269802441,276.41925000000003,276.5266
2025-11-28 15:48:00+00:00,276.44,276.57,276.4,276.555,2052,0.00037981551817689585,0.00016274275794736504,276.4285,276.5231
2025-11-28 15:49:00+00:00,276.58,276.625,276.56,276.57,1377,5.4238759017222193e-05,0.0002531645569621155,276.44399999999996,276.5285
2025-11-28 15:50:00+00:00,276.64,276.7,276.57,276.7,2637,0.000470043750225857,0.0011578261813447455,276.46750000000003,276.5339
2025-11-28 15:51:00+00:00,276.74,276.74,276.69,276.71,2542,3.614022406939199e-05,0.000958599359727863,276.48850000000004,276.5347
2025-11-28 15:52:00+00:00,276.7,276.85,276.7,276.78,4810,0.00025297242600563763,0.001193705914270371,276.50675,276.5347
2025-11-28 15:53:00+00:00,276.78,276.86,276.78,276.86,2612,0.00028903822530534917,0.0011028547666829258,276.52175,276.5356
2025-11-28 15:54:00+00:00,276.81,276.81,276.71,276.71,1214,-0.0005417900744059123,0.0005062009617819996,276.53375,276.5378
2025-11-28 15:55:00+00:00,276.68,276.69,276.51,276.58,1464,-0.00046980593401035886,-0.0004336826888327039,276.54224999999997,276.5373
2025-11-28 15:56:00+00:00,276.59,276.59,276.535,276.535,1365,-0.00016270156916609047,-0.000632431065013761,276.54775,276.5364
2025-11-28 15:57:00+00:00,276.56,276.6,276.435,276.435,1324,-0.00036161787838795423,-0.0012464773466290824,276.553,276.5285
2025-11-28 15:58:00+00:00,276.52,276.57,276.41,276.41,3097,-9.043717329559886e-05,-0.0016253702232174039,276.5505,276.5235
2025-11-28 15:59:00+00:00,276.39,276.49,276.35,276.465,3153,0.00019897977641880615,-0.0008854034910195097,276.54875000000004,276.51739999999995
2025-11-28 16:00:00+00:00,276.45,276.45,276.36,276.37,3033,-0.00034362396686726804,-0.0007592739894424216,276.54975,276.513
2025-11-28 16:01:00+00:00,276.335,276.335,276.23,276.31,1786,-0.000217100264138681,-0.0008136402263727582,276.54425000000003,276.5098
2025-11-28 16:02:00+00:00,276.32,276.63,276.315,276.63,2199,0.0011581195034562342,0.000705409951706315,276.54525,276.5118
2025-11-28 16:03:00+00:00,276.655,276.68,276.62,276.66,2455,0.00010844810758059431,0.0009044535291775624,276.55275,276.5104
2025-11-28 16:04:00+00:00,276.68,276.7,276.55,276.59,4767,-0.0002530181450157709,0.0004521367985097502,276.55725,276.5072
2025-11-28 16:05:00+00:00,276.66,276.71,276.66,276.68,2140,0.00032539137351328407,0.0011216846980497408,276.57225,276.5082
2025-11-28 16:06:00+00:00,276.765,276.81,276.74,276.8,2112,0.0004337140378776194,0.001773370489667414,276.59000000000003,276.509
2025-11-28 16:07:00+00:00,276.81,276.91,276.76,276.76,2710,-0.0001445086705202936,0.00046994179951531656,276.6055,276.5114
2025-11-28 16:08:00+00:00,276.71,276.75,276.68,276.68,3674,-0.0002890591125884745,7.229089857574422e-05,276.61175000000003,276.5118
2025-11-28 16:09:00+00:00,276.69,276.71,276.61,276.675,2674,-1.8071418244836046e-05,0.0003073140749847436,276.617,276.5155
2025-11-28 16:10:00+00:00,276.65,276.71,276.58,276.58,3119,-0.0003433631517123503,-0.0003614283648981642,276.611,276.51009999999997
2025-11-28 16:11:00+00:00,276.56,276.59,276.47,276.54,3902,-0.00014462361703648785,-0.0009393063583812422,276.60249999999996,276.50460000000004
2025-11-28 16:12:00+00:00,276.51,276.725,276.51,276.725,3020,0.0006689809792435053,-0.00012646336175725637,276.59975,276.5065
2025-11-28 16:13:00+00:00,276.705,276.71,276.655,276.71,2867,-5.420543861245353e-05,0.00010842850946946037,276.59225000000004,276.5147
2025-11-28 16:14:00+00:00,276.7,276.74,276.65,276.67,1838,-0.00014455567200299946,-1.8071744826708702e-05,276.59025,276.5197
2025-11-28 16:15:00+00:00,276.69,276.69,276.59,276.62,2573,-0.00018072071420827118,0.00014462361703704296,276.59225000000004,276.5231
2025-11-28 16:16:00+00:00,276.64,276.69,276.61,276.62,3476,0.0,0.0002892890721053476,276.5965,276.5305
2025-11-28 16:17:00+00:00,276.61,276.62,276.6,276.61,3172,-3.615067601758781e-05,-0.0004155750293611815,276.60525,276.5385
2025-11-28 16:18:00+00:00,276.64,276.65,276.57,276.595,2927,-5.4227974404352786e-05,-0.00041559755700881773,276.6145,276.543
2025-11-28 16:19:00+00:00,276.6,276.635,276.53,276.53,3512,-0.00023500063269421556,-0.0005060179997832259,276.61775,276.5484
2025-11-28 16:20:00+00:00,276.53,276.53,276.42,276.51,3058,-7.232488337605147e-05,-0.00039765743619402105,276.62475,276.55400000000003
2025-11-28 16:21:00+00:00,276.51,276.55,276.4,276.4,1777,-0.0003978156305378677,-0.0007953148723881531,276.62925,276.5562
2025-11-28 16:22:00+00:00,276.42,276.43,276.28,276.28,1183,-0.0004341534008682757,-0.0011930154368968715,276.61175,276.5535
2025-11-28 16:23:00+00:00,276.27,276.28,276.17,276.2,2338,-0.0002895613146083331,-0.0014280807679097896,276.58875,276.54630000000003
2025-11-28 16:24:00+00:00,276.19,276.25,276.18,276.21,2375,3.620564808115567e-05,-0.0011571981340179338,276.56975,276.54110000000003
2025-11-28 16:25:00+00:00,276.2,276.2,276.11,276.13,2386,-0.0002896346982368403,-0.0013742721782213918,276.54225,276.5355
2025-11-28 16:26:00+00:00,276.13,276.25,276.04,276.04,2041,-0.00032593343714903966,-0.001302460202604605,276.50425,276.5278
2025-11-28 16:27:00+00:00,276.03,276.205,276.005,276.175,5429,0.0004890595565860689,-0.00038004922542322905,276.475,276.5247
2025-11-28 16:28:00+00:00,276.14,276.23,276.1,276.1,4756,-0.0002715669412509669,-0.00036205648081066855,276.44599999999997,276.5175
2025-11-28 16:29:00+00:00,276.15,276.22,276.13,276.22,3170,0.00043462513582026574,3.620433727991035e-05,276.42325,276.51189999999997
2025-11-28 16:30:00+00:00,276.215,276.23,276.0,276.01,2876,-0.0007602635580336026,-0.0004345779161989416,276.39475000000004,276.50509999999997
2025-11-28 16:31:00+00:00,275.995,276.14,275.995,276.11,3616,0.0003623057135611063,0.00025358643674811,276.37325,276.4989
2025-11-28 16:32:00+00:00,276.16,276.25,276.16,276.25,1781,0.0005070442939407727,0.0002715669412507449,276.3495,276.49170000000004
2025-11-28 16:33:00+00:00,276.315,276.33,276.3,276.3,898,0.00018099547511307712,0.0007243752263670356,276.329,276.4875
2025-11-28 16:34:00+00:00,276.35,276.4,276.34,276.37,1370,0.0002533478103510234,0.0005430453985950656,276.31399999999996,276.48490000000004
2025-11-28 16:35:00+00:00,276.37,276.44,276.35,276.4,3235,0.00010855013206922948,0.0014129922828880481,276.303,276.48530000000005
2025-11-28 16:36:00+00:00,276.38,276.41,276.325,276.355,1823,-0.00016280752532549236,0.0008873275143963522,276.28975,276.4835
2025-11-28 16:37:00+00:00,276.355,276.38,276.35,276.36,1566,1.809267065899789e-05,0.00039819004524876966,276.27725,276.48170000000005
2025-11-28 16:38:00+00:00,276.34,276.4,276.29,276.39,3692,0.00010855405992171718,0.0003257328990224906,276.267,276.4784
2025-11-28 16:39:00+00:00,276.44,276.44,276.39,276.4,2119,3.618075907230178e-05,0.00010855013206900743,276.2605,276.475
2025-11-28 16:40:00+00:00,276.44,276.47,276.4,276.4,1969,0.0,-2.220446049250313e-16,276.255,276.469
2025-11-28 16:41:00+00:00,276.4,276.45,276.4,276.43,2297,0.00010853835021729097,0.0002713900598867447,276.2565,276.4634
2025-11-28 16:42:00+00:00,276.42,276.45,276.41,276.45,3346,7.235104728131603e-05,0.00032566217976559564,276.265,276.4568
2025-11-28 16:43:00+00:00,276.48,276.54,276.45,276.54,2194,0.00032555615843743446,0.0005427113860849708,276.28200000000004,276.45039999999995
2025-11-28 16:44:00+00:00,276.52,276.52,276.48,276.48,1037,-0.0002169668040790107,0.0002894356005791465,276.2955,276.4458
2025-11-28 16:45:00+00:00,276.51,276.53,276.5,276.5,2092,7.233796296279849e-05,0.0003617945007237111,276.31399999999996,276.4442
2025-11-28 16:46:00+00:00,276.47,276.47,276.41,276.41,1789,-0.0003254972875225137,-7.235104728142705e-05,276.3325,276.4417
2025-11-28 16:47:00+00:00,276.4,276.49,276.4,276.49,1631,0.00028942512933682885,0.00014469162597197105,276.34825,276.44280000000003
2025-11-28 16:48:00+00:00,276.51,276.52,276.48,276.48,1010,-3.616767333358695e-05,-0.00021696680407923274,276.36725,276.44419999999997
2025-11-28 16:49:00+00:00,276.36,276.4,276.36,276.39,1375,-0.00032552083333348136,-0.0003255208333335924,276.37575000000004,276.44269999999995
2025-11-28 16:50:00+00:00,276.39,276.39,276.35,276.37,1641,-7.236151814460356e-05,-0.0004701627486437543,276.39375,276.4427
2025-11-28 16:51:00+00:00,276.45,276.5,276.4,276.5,1531,0.0004703839056336978,0.0003256032705039047,276.41325,276.4465
2025-11-28 16:52:00+00:00,276.48,276.625,276.48,276.605,1980,0.0003797468354431732,0.0004159282433362499,276.43100000000004,276.44599999999997
2025-11-28 16:53:00+00:00,276.6,276.6,276.56,276.56,1035,-0.00016268686393960952,0.00028935185185163803,276.444,276.444
2025-11-28 16:54:00+00:00,276.57,276.57,276.46,276.56,3235,0.0,0.0006150729042295744,276.4535,276.4434
2025-11-28 16:55:00+00:00,276.57,276.77,276.57,276.67,6081,0.00039774370841771933,0.001085501320693183,276.467,276.4432
2025-11-28 16:56:00+00:00,276.67,276.67,276.61,276.65,2323,-7.228828568339729e-05,0.0005424954792041525,276.48175000000003,276.4402
2025-11-28 16:57:00+00:00,276.63,276.63,276.59,276.62,774,-0.00010844026748590974,5.422895464635147e-05,276.49474999999995,276.4374
2025-11-28 16:58:00+00:00,276.595,276.7,276.57,276.65,2224,0.00010845202805276344,0.0003254266705234876,276.50775,276.4368
2025-11-28 16:59:00+00:00,276.625,276.7,276.59,276.65,3186,0.0,0.0003254266705234876,276.52025,276.4363
2025-11-28 17:00:00+00:00,276.66,276.67,276.61,276.65,2529,0.0,-7.228828568350831e-05,276.53274999999996,276.4377
2025-11-28 17:01:00+00:00,276.65,276.74,276.65,276.74,4316,0.0003253208024580623,0.00032532080245784023,276.54824999999994,276.44169999999997
2025-11-28 17:02:00+00:00,276.7,276.75,276.67,276.69,2628,-0.00018067500180674045,0.0002530547321235588,276.56025,276.441
2025-11-28 17:03:00+00:00,276.69,276.69,276.54,276.62,5111,-0.000252990711626655,-0.00010844026748579871,276.56425,276.43919999999997
2025-11-28 17:04:00+00:00,276.72,276.72,276.63,276.71,2554,0.0003253560841587344,0.00021688053497204152,276.57575,276.44
2025-11-28 17:05:00+00:00,276.67,276.72,276.65,276.67,3959,-0.00014455567200299946,7.22935116574952e-05,276.58425,276.441
2025-11-28 17:06:00+00:00,276.68,276.73,276.64,276.64,3638,-0.00010843242852509594,-0.0003613500036134809,276.59574999999995,276.4414
2025-11-28 17:07:00+00:00,276.6,276.65,276.6,276.65,1041,3.614806246377e-05,-0.00014456612092939025,276.60375,276.44219999999996
2025-11-28 17:08:00+00:00,276.68,276.69,276.58,276.58,1437,-0.0002530272908006781,-0.0001446027040705733,276.60875,276.4419
2025-11-28 17:09:00+00:00,276.6,276.64,276.58,276.62,1583,0.00014462361703682092,-0.00032525026200713736,276.62025,276.4437
2025-11-28 17:10:00+00:00,276.65,276.65,276.59,276.59,3087,-0.00010845202805298548,-0.0002891531427332561,276.63125,276.4453
2025-11-28 17:11:00+00:00,276.595,276.66,276.58,276.58,2821,-3.6154597056969884e-05,-0.0002168883747830641,276.63525,276.4489
2025-11-28 17:12:00+00:00,276.62,276.62,276.58,276.58,640,0.0,-0.00025302729080056707,276.634,276.4549
2025-11-28 17:13:00+00:00,276.57,276.655,276.56,276.635,3684,0.00019885747342551774,0.00019885747342551774,276.63775,276.4636
2025-11-28 17:14:00+00:00,276.62,276.62,276.605,276.61,1860,-9.037178954207636e-05,-3.615067601736577e-05,276.64025,276.4716
2025-11-28 17:15:00+00:00,276.56,276.59,276.45,276.46,2167,-0.000542279744044083,-0.0004700097617411636,276.62974999999994,276.4782
2025-11-28 17:16:00+00:00,276.47,276.53,276.47,276.49,2135,0.00010851479418372278,-0.000325403138332403,276.62174999999996,276.4872
2025-11-28 17:17:00+00:00,276.47,276.53,276.43,276.53,1756,0.00014467069333412574,-0.00018077952129591512,276.61725,276.4943
2025-11-28 17:18:00+00:00,276.49,276.51,276.43,276.48,3782,-0.00018081220844012869,-0.000560305095161362,276.60875,276.5019
2025-11-28 17:19:00+00:00,276.47,276.51,276.44,276.51,3048,0.00010850694444441977,-0.00036151982936261096,276.60175,276.5077
2025-11-28 17:20:00+00:00,276.515,276.64,276.5,276.64,1876,0.0004701457451810054,0.0006510887651018926,276.60125,276.52029999999996
2025-11-28 17:21:00+00:00,276.63,276.63,276.56,276.62,2396,-7.229612492765103e-05,0.00047017975333640827,276.59525,276.5305
2025-11-28 17:22:00+00:00,276.59,276.66,276.59,276.66,3153,0.0001446027040705733,0.00047011174194522276,276.59375,276.5387
2025-11-28 17:23:00+00:00,276.72,276.75,276.69,276.74,3504,0.000289163594303421,0.0009403935185186008,276.59975,276.5475
2025-11-28 17:24:00+00:00,276.75,276.78,276.71,276.73,4763,-3.6135000361370295e-05,0.0007956312610752914,276.60074999999995,276.55469999999997
2025-11-28 17:25:00+00:00,276.75,277.11,276.75,277.11,2430,0.001373179633577859,0.001698958935801187,276.62275,276.5689
2025-11-28 17:26:00+00:00,277.14,277.14,277.07,277.13,6116,7.21735051061323e-05,0.001843684476899643,276.64725000000004,276.58439999999996
2025-11-28 17:27:00+00:00,277.14,277.15,277.01,277.02,3160,-0.00039692563057058816,0.0013012361743653944,276.66575,276.5976
2025-11-28 17:28:00+00:00,276.98,277.02,276.97,277.0,2545,-7.219695328852804e-05,0.0009395100093947395,276.68674999999996,276.6098
2025-11-28 17:29:00+00:00,277.02,277.09,277.01,277.05,5720,0.00018050541516245744,0.0011563617966969808,276.70825,276.62280000000004
2025-11-28 17:30:00+00:00,276.965,277.03,276.965,276.99,4043,-0.00021656740660536133,-0.000433041030637904,276.72825,276.63460000000003
2025-11-28 17:31:00+00:00,276.965,277.02,276.94,276.99,4199,0.0,-0.0005051780752716173,276.74875000000003,276.6458
2025-11-28 17:32:00+00:00,276.93,277.07,276.93,277.065,1364,0.00027076789775803967,0.00016244314489921585,276.773,276.6581
2025-11-28 17:33:00+00:00,277.07,277.11,277.06,277.06,1268,-1.80463068233383e-05,0.0002166064981947713,276.79425000000003,276.6685
2025-11-28 17:34:00+00:00,277.0,277.03,276.945,277.03,2962,-0.00010827979499039575,-7.218913553530548e-05,276.81525,276.67949999999996
2025-11-28 17:35:00+00:00,277.04,277.07,277.02,277.07,1470,0.0001443886943652828,0.00028881909094180536,276.84575,276.6909
2025-11-28 17:36:00+00:00,277.1,277.13,276.94,276.95,3452,-0.0004331035478398748,-0.0001444095454710137,276.86875,276.70169999999996
2025-11-28 17:37:00+00:00,276.965,277.03,276.93,277.01,2276,0.0002166456038996678,-0.00019850937505649924,276.89275,276.71209999999996
2025-11-28 17:38:00+00:00,277.05,277.12,277.03,277.1,2362,0.00032489801812229935,0.00014437305998726835,276.92375000000004,276.72450000000003
2025-11-28 17:39:00+00:00,277.09,277.21,277.09,277.1,7631,0.0,0.0002526802151394669,276.95324999999997,276.73870000000005
2025-11-28 17:40:00+00:00,277.1,277.2,277.08,277.15,5035,0.00018044027426911136,0.00028873569855991654,276.97875000000005,276.7543
2025-11-28 17:41:00+00:00,277.13,277.13,277.04,277.11,2100,-0.00014432617716020335,0.0005777216103994842,277.00325,276.7665
2025-11-28 17:42:00+00:00,277.13,277.28,277.13,277.26,3009,0.0005413012882968804,0.0009024944947837454,277.03325,276.7796
2025-11-28 17:43:00+00:00,277.26,277.26,277.17,277.23,2816,-0.00010820168794622997,0.00046914471310022243,277.05775,276.793
2025-11-28 17:44:00+00:00,277.185,277.185,277.0,277.02,3614,-0.000757493777729823,-0.000288704438830667,277.07225,276.80219999999997
2025-11-28 17:45:00+00:00,277.0,277.19,277.0,277.19,8914,0.000613674102952988,0.00014432617716053642,277.07624999999996,276.8126
2025-11-28 17:46:00+00:00,277.21,277.33,277.17,277.2,6965,3.607633753022199e-05,0.0003247807729780394,277.07975,276.8236
2025-11-28 17:47:00+00:00,277.21,277.4,277.2,277.4,4807,0.0007215007215006786,0.000504941210416332,277.09875,276.8392
2025-11-28 17:48:00+00:00,277.44,277.64,277.42,277.575,2082,0.0006308579668350411,0.001244454063413336,277.1275,276.85769999999997
2025-11-28 17:49:00+00:00,277.56,277.595,277.48,277.56,4897,-5.4039448797560397e-05,0.0019493177387919225,277.153,276.8759
2025-11-28 17:50:00+00:00,277.56,278.095,277.56,277.975,7640,0.0014951722150167157,0.0028319924961219822,277.20225,276.9024
2025-11-28 17:51:00+00:00,277.985,278.015,277.86,277.95,9868,-8.993614533692185e-05,0.0027056277056278777,277.25024999999994,276.9266
2025-11-28 17:52:00+00:00,277.99,278.19,277.99,278.14,7235,0.0006835761827665987,0.0026676279740451836,277.304,276.9556
2025-11-28 17:53:00+00:00,278.15,278.25,278.15,278.21,4626,0.000251671819946786,0.002287669999099462,277.3615,276.98740000000004
2025-11-28 17:54:00+00:00,278.18,278.58,278.135,278.52,12570,0.001114266201790004,0.0034587116299176213,277.436,277.0236
2025-11-28 17:55:00+00:00,278.59,278.94,278.59,278.8,11255,0.0010053138015224672,0.002967892796114757,277.5225,277.0662
2025-11-28 17:56:00+00:00,278.805,278.92,278.66,278.69,20325,-0.00039454806312777535,0.0026623493434070333,277.6095,277.10720000000003
2025-11-28 17:57:00+00:00,278.67,278.84,278.67,278.785,11601,0.00034088054827963177,0.002318976055224242,277.69825000000003,277.1499
2025-11-28 17:58:00+00:00,278.79,278.95,278.79,278.9,11093,0.00041250425955463577,0.002480140900758432,277.78824999999995,277.1963
